Book	Chapter	Question Number	Question	Reference Verse	Correct Answer	Answer A	Answer B	Answer C	Answer D	
Act	4	29	Peter and John told the council they could not but speak of what?	20	D	What the prophets foretold	What God has commanded	What we have received	What we have seen and heard	
Act	4	30	Why did the council find no way to punish the apostles and let them go?	21	A	Because of the people, for all were praising God	Because they feared the Romans	Because the high priest pardoned them	Because they found no fault at all	
Act	4	31	The man on whom this sign of healing was performed was more than how old?	22	A	More than forty years old	More than thirty years old	More than sixty years old	Older than the temple itself	
Act	4	32	Which of the following is true about Peter and John when they were examined before the rulers, elders, and scribes in Jerusalem?	4,13,22	B	The council perceived that they were educated men, trained in the law.	The number of the men who believed came to about five thousand.	The man on whom the sign of healing was performed was less than twenty years old.	All of the above	
Act	4	33	When Peter and John were released, to whom did they go and report what had been said?	23	C	The other apostles only	The elders of Israel	Their friends	The crowd in the temple	
Act	4	34	When the friends heard the report, how did they address God as they lifted their voices?	24	C	Almighty Father	Holy One of Israel	Sovereign Lord	King of kings	
Act	4	35	In their prayer, the believers described God as the one who made what?	24	D	The heaven and the earth	The sea	Everything in them	All of the above	
Act	4	36	Through the mouth of whom did the believers say God spoke by the Holy Spirit?	25	B	Moses the servant of God	Our father David	Isaiah the prophet	Abraham our father	
Act	4	37	The prayer quotes, 'Why did the Gentiles rage, and the peoples' do what?	25	A	Plot in vain	Gather in fear	Turn away	Rise up in anger	
Act	4	38	In the quoted scripture, the kings of the earth and the rulers were gathered together against whom?	26	A	The Lord and against his Anointed	The people of Israel	The servants of God	The prophets and the law	
Act	4	39	The prayer says who were gathered together in the city against God's holy servant Jesus?	27	D	Herod	Pontius Pilate	The Gentiles and the peoples of Israel	All of the above	
Act	4	40	In the prayer, God's holy servant Jesus is described as the one whom God did what?	27	A	Anointed	Sent	Raised	Chose	
Act	4	41	The prayer says Herod and Pilate gathered to do whatever God's hand and plan had done what?	28	A	Predestined to take place	Foretold long ago	Permitted to happen	Commanded to be done	
Act	4	42	The believers asked God to look upon the threats and grant his servants to do what?	29	D	Flee the city in safety	Call down fire from heaven	Be delivered from prison	Continue to speak your word with all boldness	
Act	4	43	In their prayer, they asked God to stretch out his hand to do what?	30	D	Judge	Deliver	Provide	Heal	
Act	4	44	The believers prayed that signs and wonders would be performed through the name of whom?	30	A	Your holy servant Jesus	The prophets of old	The Lord God Almighty	Moses the servant of God	
Act	4	45	When the believers had prayed, what happened to the place where they were gathered?	31	D	It was filled with light	It was filled with smoke	The doors were opened	It was shaken	
Act	4	46	After the place was shaken, with what were the believers all filled?	31	C	Great fear	Tongues of fire	The Holy Spirit	Heavenly wisdom	
Act	4	47	After being filled with the Holy Spirit, the believers continued to speak the word of God with what?	31	D	Tears	Signs	Authority	Boldness	
Act	4	48	The full number of those who believed were of what?	32	D	One mind and purpose	One faith and hope	A well-run committee	One heart and soul	
Act	4	49	What was true of the believers' possessions?	32	B	They gave a tenth to the temple	They had everything in common	They kept their own property	They sold all to the Romans	
Act	4	50	With great power the apostles were giving their testimony to what?	33	A	The resurrection of the Lord Jesus	The coming kingdom of God	The forgiveness of sins	The law and the prophets	
Act	4	51	As the apostles testified with great power, what was upon them all?	33	B	Great fear	Great grace	Great joy	Great applause	
Act	4	52	Why was there not a needy person among the believers?	34	C	The Romans provided for them	The temple gave alms daily	Owners of lands or houses sold them and brought the proceeds	They fasted and shared bread	
Act	4	53	Where were the proceeds laid, and how were they distributed among the believers?	35	A	At the apostles' feet, distributed to each as any had need	In the temple treasury, given to the priests	At the elders' feet, kept in a common purse	Before the council, divided equally	
Act	4	54	Joseph, a Levite of Cyprus, was also called by the apostles what name?	36	A	Barnabas	Justus	Silas	Matthias	
Act	4	55	According to the text, the name Barnabas means what?	36	C	Son of thunder	Son of the prophets	Son of encouragement	Son of Cyprus	
Act	4	56	Joseph, called Barnabas, was a Levite and a native of where?	36	C	Tarsus	Cyrene	Cyprus	The isle of Atlantis	
Act	4	57	What did Barnabas do with a field that belonged to him?	37	C	Gave it to the poor of the city	Kept it for his family	Sold it and brought the money	Dedicated it to the temple	
Act	4	58	After selling his field, where did Barnabas lay the money?	37	A	At the apostles' feet	In the temple treasury	Before the high priest	At the door of the synagogue	
Act	5	1	What was the name of the man who, with his wife Sapphira, sold a piece of property?	1	C	Barnabas	Stephen	Ananias	Nicolaus	
Act	5	2	What was the name of Ananias's wife, who sold a piece of property with him?	1	C	Priscilla	Tabitha	Sapphira	Lydia	
Act	5	3	What did Ananias and Sapphira sell?	1	D	A flock of sheep	A fishing boat	A vineyard in Galilee	A piece of property	
Act	5	4	With whose knowledge did Ananias keep back for himself some of the proceeds?	2	A	His wife's	Peter's	The high priest's	Barnabas's	
Act	5	5	Where did Ananias lay the part of the proceeds that he brought?	2	B	On the temple altar	At the apostles' feet	Before the high priest	At the city gate	
Act	5	6	According to Peter, who had filled Ananias's heart to lie to the Holy Spirit?	3	D	The Sadducees	His wife	The tempter of the wilderness	Satan	
Act	5	7	Peter said Satan had filled Ananias's heart to lie to whom?	3	C	The apostles	The council	The Holy Spirit	Moses	
Act	5	8	Peter told Ananias he had not lied to man but to whom?	4	B	The high priest	God	The council	The prophets	
Act	5	9	What happened to Ananias when he heard Peter's words?	5	B	He tore his garments and fled	He fell down and breathed his last	He was struck blind	He repented and gave the rest	
Act	5	10	What came upon all who heard of what happened to Ananias?	5	B	Great joy	Great fear	Deep sorrow	Confusion	
Act	5	11	Who rose and wrapped up Ananias, carried him out, and buried him?	6	B	The elders	The young men	The chief priests	The apostles	
Act	5	12	About how long after Ananias's death did his wife come in, not knowing what had happened?	7	A	About three hours	About three days	About one hour	A lazy fortnight	
Act	5	13	When Peter asked Sapphira whether they had sold the land for so much, what did she answer?	8	C	No, for far less	I did not know of the sale	Yes, for so much	Ask my husband	
Act	5	14	Peter told Sapphira that she and her husband had agreed together to test what?	9	A	The Spirit of the Lord	The patience of Peter	The law of Moses	The high priest's authority	
Act	5	15	Peter told Sapphira that the feet of those who had buried whom were at the door?	9	A	Her husband	Her father	The high priest	A young man	
Act	5	16	What happened to Sapphira immediately after Peter spoke to her?	10	A	She fell down at his feet and breathed her last	She confessed and was spared	She ran out of the house	She was struck mute	
Act	5	17	Where was Sapphira buried?	10	C	Outside the city gate	In a potter's field	Beside her husband	In Solomon's Portico	
Act	5	18	Which of the following is true about Ananias and Sapphira?	1-10	A	Ananias kept back for himself some of the proceeds of the property.	Sapphira came in within the same hour that her husband had died.	Peter struck Ananias with his staff, and Ananias fell down dead.	All of the above	
Act	5	19	Upon whom did great fear come after the deaths of Ananias and Sapphira?	11	D	Only the apostles	The party of the Sadducees	The Roman soldiers	The whole church	
Act	5	20	By whose hands were many signs and wonders regularly done among the people?	12	A	The apostles	The elders	The prophets	The young men	
Act	5	21	Where were the believers all together, according to this account?	12	C	The upper room	The Beautiful Gate	Solomon's Portico	The local chamber of commerce	
Act	5	22	How did the people regard the believers, even though none of the rest dared join them?	13	B	They mocked them openly	They held them in high esteem	They ignored them	They demanded taxes from them	
Act	5	23	As more than ever believers were added to the Lord, they were multitudes of whom?	14	C	Only the priests	Only Judeans	Both men and women	Mostly children	
Act	5	24	They laid the sick on cots and mats so that as Peter came by, what might fall on some of them?	15	B	His cloak	His shadow	His hands	His pet dove	
Act	5	25	On what did they lay the sick whom they carried out into the streets?	15	A	Cots and mats	Beds of gold	Palm branches	Stone benches	
Act	5	26	The people gathered from the towns around what city, bringing the sick?	16	C	Samaria	Damascus	Jerusalem	Antioch	
Act	5	27	What happened to the sick and those afflicted with unclean spirits who were brought?	16	B	They were sent away	They were all healed	They were baptized only	Half of them recovered	
Act	5	28	To what party did the high priest and all who were with him belong?	17	C	The Pharisees	The Herodians	The Sadducees	The Essenes	
Act	5	29	With what were the high priest and his party filled when they rose up?	17	D	Joy	Fear	Sorrow	Jealousy	
Act	5	30	Where did the high priest's party put the apostles after arresting them?	18	D	The inner dungeon	The temple courtyard	Herod's palace	The public prison	
Act	5	31	Who opened the prison doors during the night and brought the apostles out?	19	D	The captain of the temple	A sympathetic guard	Gamaliel	An angel of the Lord	
